score_bucket,top_fraction,time_to_depeg_bin,min_hours_ahead,max_hours_ahead,n_valid,n_bucket,n_events_bin,n_bucket_events_bin,base_event_rate,bucket_event_rate,lift
top_1pct,0.01,1-4h,1,4,11373,114,4,4,0.0003517101908027785,0.03508771929824561,99.76315789473684
top_1pct,0.01,5-9h,5,9,11373,114,5,5,0.00043963773850347316,0.043859649122807015,99.76315789473684
top_1pct,0.01,10-14h,10,14,11373,114,5,5,0.00043963773850347316,0.043859649122807015,99.76315789473684
top_1pct,0.01,15-19h,15,19,11373,114,5,5,0.00043963773850347316,0.043859649122807015,99.76315789473684
top_1pct,0.01,20-24h,20,24,11373,114,5,5,0.00043963773850347316,0.043859649122807015,99.76315789473684
top_5pct,0.05,1-4h,1,4,11373,570,4,4,0.0003517101908027785,0.007017543859649123,19.95263157894737
top_5pct,0.05,5-9h,5,9,11373,570,5,5,0.00043963773850347316,0.008771929824561403,19.952631578947365
top_5pct,0.05,10-14h,10,14,11373,570,5,5,0.00043963773850347316,0.008771929824561403,19.952631578947365
top_5pct,0.05,15-19h,15,19,11373,570,5,5,0.00043963773850347316,0.008771929824561403,19.952631578947365
top_5pct,0.05,20-24h,20,24,11373,570,5,5,0.00043963773850347316,0.008771929824561403,19.952631578947365
top_10pct,0.1,1-4h,1,4,11373,1140,4,4,0.0003517101908027785,0.0035087719298245615,9.976315789473684
top_10pct,0.1,5-9h,5,9,11373,1140,5,5,0.00043963773850347316,0.0043859649122807015,9.976315789473682
top_10pct,0.1,10-14h,10,14,11373,1140,5,5,0.00043963773850347316,0.0043859649122807015,9.976315789473682
top_10pct,0.1,15-19h,15,19,11373,1140,5,5,0.00043963773850347316,0.0043859649122807015,9.976315789473682
top_10pct,0.1,20-24h,20,24,11373,1140,5,5,0.00043963773850347316,0.0043859649122807015,9.976315789473682
top_20pct,0.2,1-4h,1,4,11373,2280,4,4,0.0003517101908027785,0.0017543859649122807,4.988157894736842
top_20pct,0.2,5-9h,5,9,11373,2280,5,5,0.00043963773850347316,0.0021929824561403508,4.988157894736841
top_20pct,0.2,10-14h,10,14,11373,2280,5,5,0.00043963773850347316,0.0021929824561403508,4.988157894736841
top_20pct,0.2,15-19h,15,19,11373,2280,5,5,0.00043963773850347316,0.0021929824561403508,4.988157894736841
top_20pct,0.2,20-24h,20,24,11373,2280,5,5,0.00043963773850347316,0.0021929824561403508,4.988157894736841
